         111          -7          -3         -11           7
         112          -8          -2         -12           8
         113          -9          -1         -11           9
         114         -10          -2         -10           8
         115         -11          -1         -11           9
         116         -12           0         -10          10
         117         -11           1         -11          11
         118         -10           0         -12          12
         119         -11           1         -13          11
         120         -10           2         -12          10
         121          -9           3         -13          11
         122          -8           2         -12          10
         123          -7           3         -13          11
         124          -6           4         -12          12
         125          -5           5         -13          11
         126          -6           6         -14          10
         127          -7           7         -13           9
         128          -6           6         -14           8
         129          -5           5         -15           7
         130          -4           4         -14           6
         131          -5           3         -15           7
         132          -6           4         -16           6
         133          -5           3         -15           7
         134          -6           4         -14           6
         135          -5           5         -15           7
         136          -4           4         -14           6
         137          -3           3         -15           7
         138          -2           4         -16           8
         139          -3           3         -17           7
         140          -4           4         -18           6
         141          -5           3         -19           7
         142          -6           2         -18           6
         143          -7           3         -19           5
         144          -6           4         -18           6
         145          -7           5         -17           7
         146          -6           6         -16           8
         147          -5           7         -17           9
         148          -6           6         -18           8
         149          -5           5         -17           7
         150          -4           6         -18           6
         151          -3           5         -17           7
         152          -4           4         -18           8
         153          -3           3         -17           9
         154          -2           4         -16          10
         155          -1           5         -17           9
         156          -2           4         -18           8
         157          -1           5         -17           9
         158          -2           6         -18           8
         159          -3           7         -19           9
         160          -4           6         -18           8
         161          -3           5         -19           9
         162          -2           4         -20          10
         163          -1           5         -21          11
         164           0           4         -20          12
         165           1           3         -21          13
         166           0           4         -20          14
         167           1           5         -19          13
         168           2           6         -18          14
         169           1           7         -19          15
         170           2           6         -20          16
         171           3           5         -19          17
         172           2           4         -18          16
         173           3           5         -19          17
         174           4           4         -18          18
         175           5           5         -17          19
         176           6           4         -16          18
         177           7           3         -17          17
         178           8           4         -16          18
         179           7           3         -17          17
         180           8           4         -16          18
         181           9           5         -15          19
         182          10           6         -14          20
         183           9           7         -13          21
         184           8           8         -14          20
         185           7           9         -13          21
         186           8           8         -14          22
         187           7           9         -13          23
         188           6          10         -14          22
         189           7           9         -13          21
         190           6          10         -14          22
         191           7          11         -13          21
         192           6          10         -14          22
         193           5          11         -13          21
         194           4          10         -12          20
         195           3          11         -13          19
         196           4          12         -12          20
         197           3          11         -13          21
         198           2          10         -12          20
         199           3          11         -11          21
         200           2          12         -10          22
         201           1          11         -11          21
         202           0          12         -12          22
         203          -1          11         -13          21
         204          -2          12         -14          22
         205          -3          13         -13          23
         206          -2          12         -14          22
         207          -3          11         -13          21
         208          -4          12         -12          20
         209          -3          11         -11          21
         210          -2          10         -10          20
         211          -3          11         -11          21
         212          -4          12         -12          22
         213          -3          13         -11          21
         214          -4          12         -12          20
         215          -5          11         -11          21
         216          -6          10         -10          20
         217          -7           9         -11          21
         218          -8          10         -12          20
         219          -9           9         -11          21
         220          -8           8         -10          20
         221          -9           9          -9          19
         222         -10          10          -8          20
         223          -9          11          -7          21
         224          -8          12          -8          22
         225          -9          13          -7          23
         226          -8          12          -6          22
         227          -9          13          -5          21
         228         -10          12          -4          20
         229          -9          13          -3          19
         230         -10          12          -4          20
         231         -11          11          -3          19
         232         -12          10          -2          20
         233         -13          11          -3          21
         234         -12          10          -2          22
         235         -11           9          -3          21
         236         -12           8          -2          22
         237         -11           9          -3          21
         238         -10          10          -4          22
         239          -9           9          -5          21
         240         -10          10          -6          20
         241         -11           9          -7          21
         242         -10           8          -8          20
         243          -9           9          -9          21
         244         -10          10          -8          20
         245          -9          11          -9          21
         246          -8          12          -8          20
         247          -9          11          -7          19
         248          -8          10          -6          18
         249          -9          11          -7          17
         250         -10          10          -6          18
         251          -9          11          -5          17
         252          -8          12          -6          16
         253          -9          13          -5          15
         254         -10          14          -6          14
         255          -9          13          -7          15
         256          -8          12          -8          14
         257          -9          11          -7          15
         258         -10          10          -8          14
         259          -9           9          -9          13
         260         -10           8         -10          14
         261         -11           7         -11          13
         262         -12           8         -10          12
         263         -11           7          -9          11
         264         -10           6          -8          12
         265         -11           5          -7          13
         266         -12           6          -8          12
         267         -11           7          -7          13
         268         -10           8          -6          14
         269          -9           7          -7          13
         270          -8           8          -6          12
         271          -9           9          -7          13
         272         -10           8          -8          14
         273          -9           9          -9          13
         274          -8           8         -10          14
         275          -9           7          -9          13
         276          -8           8         -10          12
         277          -9           9         -11          13
         278         -10           8         -10          14
         279          -9           9         -11          13
         280          -8          10         -10          14
         281          -7           9          -9          15
         282          -6          10         -10          16
         283          -5          11          -9          15
         284          -6          12         -10          16
         285          -5          11         -11          17
         286          -6          12         -12          18
         287          -5          11         -13          17
         288          -4          12         -12          18
         289          -5          11         -11          17
         290          -4          10         -10          18
         291          -5           9          -9          19
         292          -4           8          -8          20
         293          -5           7          -9          19
         294          -4           8         -10          18
         295          -3           7          -9          17
         296          -2           8          -8          18
         297          -1           9          -9          19
         298          -2          10         -10          20
         299          -3           9         -11          19
         300          -4          10         -12          20
         301          -5           9         -11          21
         302          -6          10         -12          22
         303          -7          11         -13          23
         304          -8          12         -12          22
         305          -7          11         -11          23
         306          -8          12         -12          24
         307          -7          13         -13          25
         308          -6          12         -12          26
         309          -7          13         -11          27
         310          -6          12         -10          26
         311          -7          11         -11          25
         312          -8          10         -12          26
         313          -9           9         -13          27
         314         -10          10         -12          28
         315          -9           9         -11          27
         316         -10          10         -10          26
         317          -9           9          -9          25
         318          -8           8          -8          24
         319          -7           9          -7          23
         320          -8          10          -6          22
         321          -9           9          -7          23
         322         -10           8          -8          22
         323         -11           7          -7          23
         324         -10           6          -8          24
         325          -9           5          -9          25
         326         -10           4         -10          26
         327          -9           3         -11          27
         328         -10           4         -12          28
         329         -11           5         -13          27
         330         -10           4         -12          26
         331          -9           5         -11          27
         332          -8           4         -10          26
         333          -7           5          -9          25
         334          -6           4          -8          24
         335          -5           5          -9          23
         336          -4           4         -10          22
         337          -3           3          -9          21
         338          -2           4          -8          22
         339          -1           5          -7          23
         340           0           4          -8          24
         341          -1           3          -9          25
         342          -2           4         -10          26
         343          -3           3         -11          25
         344          -4           2         -10          26
         345          -5           3         -11          25
         346          -6           2         -12          24
         347          -5           1         -11          25
         348          -6           0         -10          24
         349          -5           1         -11          23
         350          -4           2         -10          24
         351          -5           1         -11          23
         352          -6           2         -10          22
         353          -5           3         -11          23
         354          -6           4         -10          22
         355          -7           3          -9          23
         356          -6           4          -8          24
         357          -7           3          -7          23
         358          -6           2          -6          24
         359          -7           3          -7          25
         360          -8           4          -6          24
         361          -9           5          -7          23
         362          -8           6          -6          22
         363          -7           5          -5          23
         364          -8           6          -6          22
         365          -9           7          -7          23
         366         -10           8          -6          22
         367          -9           7          -5          21
         368         -10           6          -4          20
         369          -9           5          -5          21
         370         -10           4          -6          20
         371         -11           3          -5          21
         372         -10           4          -4          20
         373         -11           5          -3          19
         374         -10           6          -2          18
         375          -9           5          -3          19
         376         -10           4          -4          18
         377         -11           3          -3          19
         378         -10           4          -4          18
         379         -11           5          -3          17
         380         -12           6          -2          18
         381         -13           7          -1          19
         382         -14           6          -2          20
         383         -13           7          -1          21
         384         -14           6          -2          20
         385         -13           5          -3          19
         386         -12           4          -4          18
         387         -11           5          -5          17
         388         -10           4          -6          16
         389          -9           5          -7          17
         390         -10           4          -8          16
         391         -11           3          -9          15
         392         -12           2          -8          14
         393         -11           3          -9          15
         394         -10           4          -8          14
         395         -11           5          -7          15
         396         -12           6          -8          14
         397         -11           5          -9          15
         398         -12           4         -10          14
         399         -11           3         -11          15
         400         -10           4         -10          16
         401          -9           3         -11          15
         402         -10           2         -10          14
         403         -11           3          -9          13
         404         -12           4          -8          14
         405         -13           5          -7          13
         406         -12           6          -6          14
         407         -13           5          -5          13
         408         -12           6          -6          14
         409         -13           7          -5          15
         410         -12           6          -4          16
         411         -11           5          -5          17
         412         -10           4          -4          16
         413         -11           3          -3          15
         414         -12           2          -4          16
         415         -11           3          -3          15
         416         -10           4          -2          14
         417          -9           3          -1          13
         418          -8           2           0          12
         419          -9           3          -1          11
         420          -8           4           0          12
         421          -7           5          -1          11
         422          -6           6          -2          10
         423          -5           7          -3           9
         424          -6           6          -4           8
         425          -5           5          -3           7
         426          -4           4          -2           6
         427          -3           5          -3           5
         428          -4           6          -2           4
         429          -5           7          -1           3
         430          -6           8          -2           2
         431          -7           7          -1           3
         432          -6           8           0           2
         433          -5           9           1           3
         434          -6           8           2           2
         435          -7           7           3           3
         436          -6           6           4           2
         437          -7           5           3           3
         438          -6           6           2           2
         439          -5           7           3           1
         440          -4           8           4           0
         441          -5           9           5           1
         442          -6          10           6           0
         443          -7          11           5           1
         444          -8          10           4           0
         445          -7           9           5          -1
         446          -6          10           4           0
         447          -7          11           5          -1
         448          -6          12           6           0
         449          -5          11           5          -1
         450          -6          10           6          -2
         451          -7           9           5          -3
         452          -6           8           6          -2
         453          -7           9           7          -3
         454          -8          10           6          -4
         455          -7           9           5          -3
         456          -8           8           6          -4
         457          -9           7           5          -5
         458          -8           6           4          -6
         459          -7           7           3          -5
         460          -6           6           2          -4
         461          -7           7           3          -5
         462          -8           8           4          -4
         463          -7           7           3          -3
         464          -8           8           4          -4
         465          -9           7           3          -3
         466          -8           6           4          -2
         467          -7           7           3          -3
         468          -8           8           2          -4
         469          -7           9           3          -5
         470          -6           8           2          -4
         471          -5           7           1          -5
         472          -6           8           0          -4
         473          -5           7           1          -3
         474          -4           6           0          -2
         475          -5           7           1          -3
         476          -4           6           2          -4
         477          -3           7           3          -5
         478          -4           6           4          -4
         479          -3           5           5          -5
         480          -4           6           6          -6
         481          -3           7           7          -5
         482          -4           6           8          -4
         483          -3           7           7          -5
         484          -2           8           6          -4
         485          -1           9           5          -3
         486          -2           8           4          -2
         487          -3           7           5          -1
         488          -2           6           4          -2
         489          -1           7           3          -3
         490          -2           8           4          -2
         491          -1           9           5          -1
         492          -2          10           4           0
         493          -3           9           3           1
         494          -4          10           2           2
         495          -5           9           3           3
         496          -4          10           4           2
         497          -3          11           3           3
         498          -2          12           2           4
         499          -3          11           1           5
         500          -4          10           2           4
         501          -5          11           1           3
         502          -4          12           2           2
         503          -3          13           1           3
         504          -2          14           0           4
         505          -3          15          -1           3
         506          -2          16           0           4
         507          -3          17           1           5
         508          -2          16           2           6
         509          -1          15           3           7
         510          -2          16           2           8
         511          -1          17           3           7
         512          -2          18           2           6
         513          -1          17           1           5
         514          -2          18           2           4
         515          -3          19           1           5
         516          -2          20           0           4
         517          -3          21           1           5
         518          -4          20           0           6
         519          -3          21          -1           5
         520          -2          22          -2           4
         521          -1          21          -3           3
         522          -2          22          -2           2
         523          -3          23          -1           3
         524          -2          22           0           4
         525          -1          23          -1           3
         526          -2          24           0           2
         527          -1          23           1           1
         528           0          24           2           2
         529           1          25           3           3
         530           0          24           2           2
         531           1          23           1           1
         532           2          24           2           0
         533           3          25           1           1
         534           2          26           0           0
         535           1          27           1          -1
         536           2          28           2           0
         537           3          29           1          -1
         538           4          28           2           0
         539           3          27           3          -1
         540           4          26           4          -2
         541           3          25           5          -3
         542           4          24           4          -2
         543           3          23           5          -1
         544           4          22           4           0
         545           5          21           3           1
         546           6          20           4           2
         547           5          21           5           1
         548           4          20           4           2
         549           3          21           3           3
         550           2          22           2           2
         551           1          23           1           1
         552           0          22           2           2
         553           1          21           3           1
         554           0          20           4           2
         555          -1          21           3           3
         556           0          20           2           2
         557          -1          21           3           1
         558           0          22           4           2
         559           1          23           5           3
         560           2          22           4           2
         561           3          21           5           3
         562           4          20           4           2
         563           5          19           3           3
         564           6          20           4           2
         565           7          19           5           1
         566           8          18           6           0
         567           7          17           7          -1
         568           6          16           6           0
         569           5          17           7           1
         570           4          18           6           0
         571           5          17           7           1
         572           4          16           6           2
         573           5          15           5           1
         574           6          16           4           0
         575           7          15           3           1
         576           8          16           4           0
         577           9          15           3           1
         578           8          16           2           2
         579           9          17           3           1
         580          10          16           4           0
         581          11          15           3           1
         582          10          14           4           2
         583          11          15           3           3
         584          12          14           2           4
         585          11          13           1           5
         586          12          12           0           4
         587          11          13           1           3
         588          10          12           0           4
         589          11          13           1           5
         590          10          12           0           4
         591          11          13          -1           5
         592          12          14           0           4
         593          13          13           1           3
         594          12          12           0           4
         595          11          11          -1           5
         596          10          10          -2           4
         597           9           9          -1           5
         598          10          10          -2           4
         599           9           9          -3           3
         600           8          10          -4           4
         601           9          11          -3           3
         602          10          10          -2           2
         603          11           9          -3           3
         604          10          10          -2           4
         605          11          11          -3           3
         606          10          10          -2           4
         607           9          11          -3           3
         608          10          10          -2           2
         609          11          11          -3           3
         610          12          12          -4           2
         611          11          11          -3           1
         612          10          12          -2           0
         613          11          11          -3          -1
         614          12          12          -4           0
         615          11          11          -3          -1
         616          12          12          -4          -2
         617          13          11          -3          -1
         618          14          10          -2          -2
         619          15          11          -1          -1
         620          16          10           0          -2
         621          15          11           1          -3
         622          14          10           2          -4
         623          15           9           3          -5
         624          16           8           2          -6
         625          15           7           3          -7
         626          16           6           2          -6
         627          15           7           1          -7
         628          14           8           2          -8
         629          13           9           3          -9
         630          14           8           2          -8
         631          15           9           1          -9
         632          14           8           2          -8
         633          15           9           3          -7
         634          16          10           4          -8
         635          15          11           5          -9
         636          14          12           6         -10
         637          13          11           7         -11
         638          12          10           6         -12
         639          13           9           5         -13
         640          14           8           4         -12
         641          13           9           5         -13
         642          12           8           6         -12
         643          13           9           5         -11
         644          12          10           6         -10
         645          11          11           7          -9
         646          10          10           6         -10
         647           9          11           7         -11
         648           8          10           8         -10
         649           9           9           9          -9
         650           8          10          10         -10
         651           7           9           9         -11
         652           8          10          10         -12
         653           9           9          11         -13
         654          10          10          12         -14
         655          11          11          11         -13
         656          12          12          10         -12
         657          11          13           9         -13
         658          12          12           8         -12
         659          11          11           7         -11
         660          10          10           8         -10
         661           9           9           9         -11
         662           8          10           8         -10
         663           7          11           9         -11
         664           6          12          10         -12
         665           7          11          11         -13
         666           8          10          12         -14
         667           7           9          11         -13
         668           8          10          12         -14
         669           9          11          13         -13
         670          10          12          12         -12
         671           9          13          11         -11
         672          10          12          12         -12
         673          11          13          11         -11
         674          10          14          12         -10
         675          11          15          13         -11
         676          12          14          14         -10
         677          11          13          15          -9
         678          10          14          14         -10
         679           9          15          13          -9
         680          10          16          12          -8
         681           9          17          13          -7
         682           8          18          12          -8
         683           7          19          13          -9
         684           8          20          12          -8
         685           7          21          13          -7
         686           6          22          12          -8
         687           5          21          13          -9
         688           4          20          12          -8
         689           3          21          13          -9
         690           2          22          12          -8
         691           3          21          13          -9
         692           4          20          14         -10
         693           3          21          13          -9
         694           2          20          14         -10
         695           3          19          15         -11
         696           2          20          16         -10
         697           1          19          17         -11
         698           0          20          16         -10
         699           1          19          15          -9
         700           0          20          14         -10
         701          -1          21          13         -11
         702          -2          22          12         -10
         703          -1          23          13         -11
         704          -2          24          12         -10
         705          -3          25          11          -9
         706          -2          26          10          -8
         707          -1          25          11          -7
         708          -2          26          12          -8
         709          -3          25          11          -9
         710          -2          24          12         -10
         711          -1          23          11          -9
         712          -2          24          10         -10
         713          -1          25           9          -9
         714           0          24           8         -10
         715           1          23           9          -9
         716           2          22           8         -10
         717           3          23           9         -11
         718           2          24           8         -12
         719           1          23           7         -13
         720           0          24           8         -14
         721          -1          25           7         -15
         722          -2          24           6         -14
         723          -3          23           5         -13
         724          -2          22           6         -14
         725          -3          21           5         -13
         726          -4          22           4         -14
         727          -3          21           5         -13
         728          -2          20           6         -14
         729          -1          21           7         -13
         730          -2          22           6         -14
         731          -3          21           5         -15
         732          -2          22           4         -14
         733          -3          21           5         -15
         734          -2          20           6         -16
         735          -3          19           7         -15
         736          -4          20           6         -14
         737          -5          19           5         -15
         738          -4          18           6         -16
         739          -3          19           5         -15
         740          -4          20           4         -16
         741          -5          19           5         -17
         742          -6          18           6         -16
         743          -7          17           7         -15
         744          -8          18           6         -16
         745          -9          17           7         -15
         746          -8          18           6         -14
         747          -7          17           5         -15
         748          -8          16           6         -16
         749          -7          15           7         -17
         750          -8          16           8         -16
         751          -7          17           9         -15
         752          -8          18           8         -14
         753          -7          19           9         -15
         754          -8          20          10         -16
         755          -7          19           9         -17
         756          -8          18          10         -18
         757          -9          17           9         -17
         758          -8          18          10         -18
         759          -7          19           9         -17
         760          -8          20          10         -18
         761          -7          19          11         -19
         762          -6          18          12         -18
         763          -7          19          11         -19
         764          -6          18          10         -20
         765          -5          19           9         -19
         766          -4          18           8         -20
         767          -3          17           9         -21
         768          -4          16          10         -22
         769          -3          15          11         -21
         770          -2          14          12         -22
         771          -1          13          11         -21
         772          -2          12          12         -20
         773          -1          11          11         -21
         774           0          10          12         -20
         775           1           9          11         -21
         776           0          10          10         -20
         777          -1           9           9         -19
         778           0          10          10         -18
         779           1           9          11         -19
         780           0          10          12         -18
         781           1           9          11         -17
         782           2           8          12         -16
         783           3           7          11         -15
         784           4           8          10         -16
         785           5           7           9         -17
         786           6           8           8         -18
         787           5           7           7         -19
         788           6           8           6         -18
         789           7           9           5         -19
         790           6          10           6         -18
         791           7          11           7         -17
         792           8          10           8         -18
         793           7          11           9         -19
         794           6          10          10         -18
         795           5           9          11         -19
         796           4           8          10         -18
         797           3           7          11         -17
         798           4           6          12         -18
         799           3           5          13         -19
         800           4           6          14         -18
         801           3           5          15         -17
         802           2           6          14         -16
         803           1           7          15         -17
         804           2           8          16         -18
         805           1           7          17         -19
         806           0           8          16         -20
         807           1           7          15         -19
         808           0           8          16         -18
         809          -1           9          15         -19
         810          -2           8          16         -18
         811          -1           9          15         -17
         812          -2          10          14         -18
         813          -3           9          15         -19
         814          -4           8          16         -18
         815          -3           7          15         -17
         816          -2           8          16         -18
         817          -3           7          15         -19
         818          -4           6          14         -18
         819          -5           7          13         -19
         820          -4           8          14         -18
         821          -5           9          13         -19
         822          -6           8          14         -20
         823          -5           7          13         -21
         824          -4           6          12         -22
         825          -3           5          13         -23
         826          -2           4          12         -22
         827          -1           3          11         -23
         828          -2           4          12         -24
         829          -3           5          11         -23
         830          -4           6          12         -24
         831          -5           5          11         -25
         832          -6           4          12         -24
         833          -7           3          13         -23
         834          -8           4          14         -22
         835          -9           5          15         -23
         836          -8           4          16         -22
         837          -7           3          15         -23
         838          -6           2          14         -22
         839          -5           1          15         -21
         840          -6           2          16         -20
         841          -5           1          15         -19
         842          -4           2          14         -18
         843          -3           3          15         -17
         844          -2           2          16         -18
         845          -3           1          17         -17
         846          -2           2          18         -18
         847          -1           3          17         -19
         848          -2           2          18         -20
         849          -3           1          19         -19
         850          -4           0          18         -20
         851          -5           1          19         -19
         852          -4           0          20         -20
         853          -5          -1          21         -19
         854          -6           0          22         -18
         855          -5           1          23         -19
         856          -4           0          24         -20
         857          -3           1          23         -21
         858          -2           2          22         -22
         859          -1           3          23         -23
         860           0           2          22         -24
         861          -1           3          23         -25
         862          -2           2          24         -24
         863          -1           1          23         -23
         864           0           0          22         -24
         865           1          -1          23         -23
         866           2          -2          24         -22
         867           1          -3          23         -21
         868           2          -2          24         -20
         869           3          -1          25         -21
         870           2           0          24         -20
         871           1           1          23         -19
         872           2           2          22         -18
         873           3           3          23         -19
         874           4           4          22         -18
         875           5           5          23         -17
         876           4           4          24         -16
         877           5           3          23         -15
         878           4           2          22         -14
         879           5           1          21         -15
         880           6           2          20         -14
         881           7           1          21         -13
         882           6           0          20         -12
         883           7           1          21         -11
         884           8           2          22         -12
         885           7           1          23         -11
         886           6           0          22         -10
         887           5          -1          23         -11
         888           6          -2          22         -10
         889           5          -3          21         -11
         890           4          -2          22         -10
         891           3          -3          21         -11
         892           4          -2          22         -12
         893           5          -3          23         -11
         894           6          -4          24         -12
         895           5          -3          23         -13
         896           4          -2          22         -14
         897           3          -1          21         -15
         898           2          -2          20         -14
         899           3          -1          19         -13
         900           4           0          18         -14
         901           5          -1          17         -13
         902           6          -2          16         -12
         903           5          -3          17         -13
         904           6          -2          18         -14
         905           7          -3          19         -15
         906           6          -2          20         -14
         907           5          -1          19         -13
         908           6          -2          20         -14
         909           7          -3          21         -13
         910           6          -4          22         -12
         911           7          -5          23         -13
         912           6          -6          24         -12
         913           7          -5          25         -13
         914           6          -4          26         -14
         915           7          -3          25         -15
         916           8          -4          26         -16
         917           9          -5          27         -17
         918           8          -4          26         -18
         919           9          -3          27         -17
         920           8          -2          26         -16
         921           9          -3          27         -17
         922          10          -4          28         -16
         923          11          -3          27         -15
         924          12          -4          26         -16
         925          11          -5          27         -17
         926          10          -4          28         -16
         927          11          -3          29         -17
         928          10          -4          28         -16
         929           9          -3          27         -17
         930          10          -2          28         -18
         931          11          -3          27         -19
         932          12          -2          28         -20
         933          11          -3          29         -21
         934          10          -2          28         -22
         935           9          -1          29         -21
         936          10           0          28         -22
         937          11           1          27         -23
         938          12           0          28         -24
         939          13           1          27         -23
         940          14           0          26         -22
         941          15          -1          25         -23
         942          14           0          26         -24
         943          13          -1          27         -25
         944          14           0          26         -24
         945          13           1          25         -23
         946          14           2          26         -24
         947          15           1          27         -25
         948          16           2          28         -26
         949          15           3          29         -25
         950          14           2          28         -26
         951          15           1          29         -27
         952          16           2          30         -26
         953          15           1          29         -25
         954          14           0          28         -26
         955          15          -1          29         -25
         956          16          -2          30         -26
         957          17          -1          29         -25
         958          16           0          28         -24
         959          15          -1          29         -25
         960          14          -2          30         -24
         961          15          -1          31         -25
         962          16          -2          30         -24
         963          15          -3          29         -23
         964          14          -2          30         -24
         965          13          -1          29         -23
         966          12           0          30         -22
         967          11          -1          29         -23
         968          12          -2          28         -24
         969          11          -1          29         -25
         970          12          -2          28         -26
         971          11          -3          27         -27
         972          10          -2          26         -28
         973          11          -3          25         -27
         974          10          -2          26         -28
         975           9          -3          27         -27
         976           8          -2          28         -26
         977           7          -3          29         -27
         978           6          -2          28         -26
         979           5          -3          27         -27
         980           4          -2          28         -28
         981           5          -3          29         -27
         982           4          -2          28         -26
         983           3          -1          29         -25
         984           4          -2          30         -24
         985           3          -1          29         -23
         986           4          -2          28         -24
         987           3          -3          27         -23
         988           4          -4          26         -24
         989           3          -5          25         -25
         990           4          -4          26         -26
         991           5          -3          27         -27
         992           4          -4          26         -28
         993           3          -5          25         -27
         994           4          -4          24         -28
         995           3          -3          23         -27
         996           2          -2          24         -28
         997           1          -3          25         -29
         998           0          -2          24         -28
         999          -1          -1          23         -29
        1000           0           0          24         -28
